Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Region
PC,2008-01-01,Strategy,Sega,0.0,0.33,0.0,0.03,0.37,0
GC,2002-01-01,Action,Nintendo,0.28,0.07,0.0,0.01,0.37,0
DS,2007-01-01,Puzzle,Namco Bandai Games,0.0,0.0,0.37,0.0,0.37,1
GBA,2003-01-01,Sports,Knowledge Adventure,0.26,0.1,0.0,0.01,0.37,0
PS3,2009-01-01,Platform,Capcom,0.12,0.17,0.01,0.07,0.37,0
X360,2009-01-01,Shooter,Warner Bros. Interactive Entertainment,0.17,0.15,0.0,0.04,0.37,0
GBA,2003-01-01,Adventure,Square Enix,0.0,0.0,0.36,0.01,0.37,1
PS4,2015-01-01,Action,Bethesda Softworks,0.11,0.18,0.02,0.06,0.37,0
PSP,2006-01-01,Role-Playing,Activision,0.33,0.0,0.0,0.03,0.37,0
PSP,2005-01-01,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37,0
SNES,1994-01-01,Strategy,Banpresto,0.0,0.0,0.37,0.0,0.37,1
PS2,2006-01-01,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37,0
N64,1999-01-01,Sports,Konami Digital Entertainment,0.37,0.0,0.0,0.0,0.37,0
3DS,2014-01-01,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37,0
DS,2005-01-01,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.37,0
SNES,1994-01-01,Role-Playing,Atlus,0.0,0.0,0.37,0.0,0.37,1
PS2,2006-01-01,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,0.37,0
Wii,2008-01-01,Simulation,Game Factory,0.34,0.0,0.0,0.03,0.37,0
PC,2014-01-01,Strategy,Take-Two Interactive,0.11,0.22,0.0,0.03,0.37,0
PC,2011-01-01,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.37,0
DC,1998-01-01,Fighting,Sega,0.0,0.0,0.37,0.0,0.37,1
PS3,2011-01-01,Action,Activision,0.11,0.19,0.0,0.07,0.37,0
GB,1997-01-01,Strategy,ASCII Entertainment,0.0,0.0,0.37,0.0,0.37,1
PS4,2013-01-01,Platform,Activision,0.2,0.12,0.0,0.05,0.37,0
PSV,2012-01-01,Action,Warner Bros. Interactive Entertainment,0.17,0.13,0.0,0.06,0.37,0
PS4,2015-01-01,Misc,Harmonix Music Systems,0.25,0.05,0.0,0.07,0.37,0
PC,2009-01-01,Shooter,Valve Software,0.0,0.32,0.0,0.04,0.37,0
PS2,2007-01-01,Simulation,Electronic Arts,0.3,0.01,0.0,0.05,0.37,0
PSP,2006-01-01,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37,0
Wii,2008-01-01,Action,Disney Interactive Studios,0.31,0.02,0.0,0.03,0.36,0
DS,2009-01-01,Racing,Activision,0.25,0.08,0.0,0.03,0.36,0
DS,2007-01-01,Sports,Atari,0.33,0.0,0.0,0.03,0.36,0
GC,2004-01-01,Shooter,Electronic Arts,0.28,0.07,0.0,0.01,0.36,0
SNES,1994-01-01,Sports,Media Rings,0.0,0.0,0.36,0.0,0.36,1
PS2,2008-01-01,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36,0
SAT,1996-01-01,Adventure,Elf,0.0,0.0,0.36,0.0,0.36,1
X360,2010-01-01,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36,0
PS2,2001-01-01,Sports,Konami Digital Entertainment,0.18,0.14,0.0,0.05,0.36,0
PS4,2016-01-01,Action,Capcom,0.09,0.17,0.05,0.05,0.36,0
SNES,1994-01-01,Fighting,Human Entertainment,0.0,0.0,0.36,0.0,0.36,1
SNES,1993-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36,1
PS2,2002-01-01,Adventure,ChunSoft,0.0,0.0,0.36,0.0,0.36,1
PS2,2003-01-01,Sports,3DO,0.18,0.14,0.0,0.05,0.36,0
PS2,2005-01-01,Action,Vivendi Games,0.18,0.14,0.0,0.05,0.36,0
PS2,2005-01-01,Shooter,Midway Games,0.18,0.14,0.0,0.05,0.36,0
DS,2010-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36,1
PSP,2006-01-01,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36,0
PSP,2008-01-01,Sports,Electronic Arts,0.07,0.19,0.0,0.1,0.36,0
X360,2013-01-01,Action,Deep Silver,0.17,0.16,0.0,0.03,0.36,0
X360,2013-01-01,Sports,Electronic Arts,0.21,0.13,0.0,0.03,0.36,0
PSP,2008-01-01,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.05,0.36,0
PS2,2001-01-01,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,0.36,0
PS2,2005-01-01,Action,THQ,0.18,0.14,0.0,0.05,0.36,0
X360,2010-01-01,Action,Activision,0.24,0.09,0.0,0.03,0.36,0
X360,2009-01-01,Fighting,PQube,0.21,0.08,0.04,0.03,0.36,0
PS,1997-01-01,Simulation,Activision,0.2,0.14,0.0,0.02,0.36,0
PS3,2013-01-01,Shooter,D3Publisher,0.04,0.03,0.27,0.02,0.36,0
GBA,2002-01-01,Action,Nintendo,0.26,0.1,0.0,0.01,0.36,0
PS2,2001-01-01,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36,0
Wii,2009-01-01,Misc,Ubisoft,0.33,0.0,0.0,0.03,0.36,0
PS,1997-01-01,Action,Namco Bandai Games,0.0,0.0,0.34,0.02,0.36,1
DS,2008-01-01,Racing,Warner Bros. Interactive Entertainment,0.29,0.05,0.0,0.03,0.36,0
Wii,2009-01-01,Sports,Take-Two Interactive,0.33,0.01,0.0,0.03,0.36,0
WiiU,2012-01-01,Action,Ubisoft,0.19,0.13,0.0,0.03,0.36,0
SNES,1997-01-01,Platform,Nintendo,0.0,0.0,0.36,0.0,0.36,1
PS,1997-01-01,Sports,Starfish,0.2,0.14,0.0,0.02,0.36,0
PS2,2000-01-01,Sports,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36,0
XB,2005-01-01,Action,Take-Two Interactive,0.27,0.08,0.0,0.01,0.36,0
NES,1993-01-01,Action,Ocean,0.25,0.1,0.0,0.01,0.36,0
N64,1997-01-01,Action,Konami Digital Entertainment,0.07,0.02,0.23,0.04,0.36,0
N64,1997-01-01,Puzzle,Nintendo,0.29,0.06,0.0,0.0,0.36,0
N64,2000-01-01,Action,THQ,0.29,0.06,0.0,0.0,0.36,0
PSV,2013-01-01,Fighting,Marvelous Entertainment,0.13,0.02,0.16,0.05,0.36,0
Wii,2008-01-01,Sports,Zushi Games,0.33,0.0,0.0,0.03,0.36,0
PS,2001-01-01,Racing,Activision,0.2,0.14,0.0,0.02,0.36,0
PS3,2009-01-01,Misc,Activision,0.2,0.11,0.0,0.05,0.36,0
GBA,2001-01-01,Sports,Activision,0.26,0.1,0.0,0.01,0.36,0
Wii,2008-01-01,Sports,Bethesda Softworks,0.33,0.0,0.0,0.03,0.36,0
XB,2004-01-01,Simulation,Microsoft Game Studios,0.27,0.08,0.0,0.01,0.36,0
PC,2014-01-01,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0.0,0.04,0.36,0
GBA,2002-01-01,Simulation,Jorudan,0.0,0.0,0.35,0.01,0.36,1
SNES,1994-01-01,Role-Playing,Laguna,0.0,0.0,0.36,0.0,0.36,1
WiiU,2013-01-01,Shooter,Activision,0.23,0.09,0.01,0.03,0.36,0
PS,1999-01-01,Racing,LEGO Media,0.2,0.14,0.0,0.02,0.36,0
Wii,2011-01-01,Sports,Take-Two Interactive,0.3,0.03,0.0,0.02,0.36,0
Wii,2009-01-01,Fighting,Ubisoft,0.33,0.0,0.0,0.03,0.36,0
X360,2011-01-01,Misc,Microsoft Game Studios,0.27,0.06,0.0,0.03,0.36,0
XB,2003-01-01,Sports,Sega,0.27,0.08,0.0,0.01,0.36,0
DS,2007-01-01,Racing,"Destination Software, Inc",0.33,0.0,0.0,0.02,0.36,0
PS2,2005-01-01,Fighting,Atari,0.0,0.0,0.36,0.0,0.36,1
X360,2015-01-01,Misc,Ubisoft,0.23,0.1,0.0,0.03,0.36,0
DS,2007-01-01,Strategy,THQ,0.07,0.25,0.0,0.04,0.36,0
PS2,2004-01-01,Sports,Zoo Digital Publishing,0.18,0.14,0.0,0.05,0.36,0
PS2,2004-01-01,Sports,Sega,0.0,0.0,0.36,0.0,0.36,1
PS3,2010-01-01,Action,Capcom,0.18,0.12,0.0,0.06,0.36,0
PS3,2012-01-01,Shooter,Activision,0.11,0.17,0.0,0.07,0.36,0
PSP,2012-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36,1
Wii,2011-01-01,Fighting,THQ,0.24,0.09,0.0,0.03,0.36,0
PS2,2003-01-01,Platform,Take-Two Interactive,0.18,0.14,0.0,0.05,0.36,0
PS2,2003-01-01,Role-Playing,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36,0
PS,2000-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.33,0.02,0.36,1
PS3,2008-01-01,Adventure,Sega,0.0,0.0,0.36,0.0,0.36,1
Wii,2009-01-01,Misc,Mindscape,0.0,0.32,0.0,0.03,0.36,0
GBA,2001-01-01,Strategy,Banpresto,0.0,0.0,0.35,0.01,0.36,1
Wii,2007-01-01,Action,Zoo Digital Publishing,0.33,0.01,0.0,0.02,0.36,0
PC,2013-01-01,Strategy,THQ,0.06,0.25,0.0,0.05,0.36,0
PS3,2013-01-01,Shooter,Trion Worlds,0.19,0.11,0.0,0.05,0.36,0
Wii,2011-01-01,Misc,Nordic Games,0.0,0.31,0.0,0.05,0.36,0
PS,1995-01-01,Fighting,New,0.0,0.0,0.33,0.02,0.36,1
2600,1981-01-01,Action,Mattel Interactive,0.33,0.02,0.0,0.0,0.36,0
Wii,2010-01-01,Simulation,Konami Digital Entertainment,0.29,0.04,0.0,0.02,0.36,0
XB,2002-01-01,Action,Electronic Arts,0.27,0.08,0.0,0.01,0.36,0
X360,2010-01-01,Fighting,Electronic Arts,0.23,0.1,0.0,0.03,0.36,0
PSP,2011-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36,1
PS,1998-01-01,Racing,Acclaim Entertainment,0.2,0.13,0.0,0.02,0.36,0
SNES,1994-01-01,Platform,Konami Digital Entertainment,0.0,0.0,0.36,0.0,0.36,1
PS3,2008-01-01,Misc,Electronic Arts,0.25,0.06,0.0,0.04,0.36,0
DS,2010-01-01,Platform,Capcom,0.21,0.02,0.11,0.02,0.36,0
PS2,2001-01-01,Racing,Midway Games,0.17,0.14,0.0,0.05,0.36,0
PSP,2009-01-01,Action,Electronic Arts,0.24,0.07,0.0,0.05,0.36,0
PS2,2009-01-01,Sports,Take-Two Interactive,0.17,0.14,0.0,0.05,0.36,0
PSP,2009-01-01,Sports,Sega,0.0,0.26,0.0,0.09,0.36,0
DC,1999-01-01,Sports,Sega,0.0,0.0,0.36,0.0,0.36,1
DS,2008-01-01,Adventure,Take-Two Interactive,0.33,0.0,0.0,0.02,0.36,0
PS,1997-01-01,Racing,Psygnosis,0.06,0.04,0.23,0.02,0.36,0
XB,2001-01-01,Platform,TDK Mediactive,0.25,0.1,0.0,0.01,0.36,0
DS,2009-01-01,Adventure,Ubisoft,0.16,0.16,0.0,0.04,0.35,0
PSP,2007-01-01,Shooter,Sony Computer Entertainment,0.32,0.01,0.0,0.03,0.35,0
PS,1998-01-01,Action,Sony Computer Entertainment,0.2,0.13,0.0,0.02,0.35,0
Wii,2006-01-01,Simulation,Nintendo,0.28,0.02,0.03,0.03,0.35,0
GBA,2005-01-01,Sports,Atari,0.25,0.09,0.0,0.01,0.35,0
XOne,2016-01-01,Role-Playing,Namco Bandai Games,0.23,0.09,0.0,0.03,0.35,0
PS2,2005-01-01,Sports,Zoo Digital Publishing,0.17,0.14,0.0,0.05,0.35,0
GC,2005-01-01,Adventure,THQ,0.27,0.07,0.0,0.01,0.35,0
PS2,2006-01-01,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,0
GB,1996-01-01,Puzzle,Nintendo,0.0,0.0,0.35,0.0,0.35,1
PS3,2013-01-01,Action,Capcom,0.1,0.18,0.0,0.07,0.35,0
Wii,2007-01-01,Strategy,Nintendo,0.22,0.03,0.08,0.02,0.35,0
PS2,2004-01-01,Sports,Global Star,0.17,0.14,0.0,0.05,0.35,0
Wii,2010-01-01,Misc,THQ,0.25,0.07,0.0,0.03,0.35,0
3DS,2013-01-01,Action,Namco Bandai Games,0.0,0.0,0.35,0.0,0.35,1
PS3,2010-01-01,Sports,Sega,0.09,0.2,0.0,0.07,0.35,0
PS2,2003-01-01,Misc,Hudson Soft,0.0,0.0,0.35,0.0,0.35,1
PS3,2009-01-01,Action,Eidos Interactive,0.14,0.16,0.0,0.06,0.35,0
X360,2012-01-01,Fighting,Namco Bandai Games,0.19,0.12,0.01,0.03,0.35,0
PS2,2003-01-01,Action,Ubisoft,0.17,0.13,0.0,0.05,0.35,0
GBA,2002-01-01,Action,Activision,0.25,0.09,0.0,0.01,0.35,0
XB,2003-01-01,Sports,Zoo Digital Publishing,0.26,0.08,0.0,0.01,0.35,0
X360,2009-01-01,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0.0,0.04,0.35,0
PS2,2006-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.35,0.0,0.35,1
3DS,2014-01-01,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.35,0
WiiU,2016-01-01,Shooter,Nintendo,0.16,0.1,0.07,0.03,0.35,0
SNES,1995-01-01,Action,Laguna,0.04,0.01,0.3,0.0,0.35,1
DS,2009-01-01,Action,Eidos Interactive,0.17,0.15,0.0,0.04,0.35,0
SNES,1993-01-01,Racing,Nintendo,0.0,0.0,0.35,0.0,0.35,1
PS2,2001-01-01,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35,0
PS2,2003-01-01,Racing,THQ,0.17,0.13,0.0,0.04,0.35,0
PS,2000-01-01,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35,1
GBA,2003-01-01,Action,THQ,0.25,0.09,0.0,0.01,0.35,0
DS,2011-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.35,0.0,0.35,1
PS3,2011-01-01,Fighting,Namco Bandai Games,0.2,0.08,0.04,0.04,0.35,0
Wii,2010-01-01,Misc,Konami Digital Entertainment,0.31,0.02,0.0,0.02,0.35,0
DS,2008-01-01,Simulation,Electronic Arts,0.3,0.03,0.0,0.03,0.35,0
Wii,2009-01-01,Adventure,Disney Interactive Studios,0.13,0.18,0.0,0.04,0.35,0
Wii,2013-01-01,Strategy,Activision,0.21,0.1,0.0,0.03,0.35,0
DS,2007-01-01,Platform,Capcom,0.23,0.0,0.09,0.02,0.35,0
N64,2000-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.06,0.35,1
PS3,2013-01-01,Shooter,City Interactive,0.05,0.19,0.03,0.07,0.35,0
PS3,2010-01-01,Sports,Ubisoft,0.11,0.17,0.0,0.06,0.35,0
Wii,2011-01-01,Action,Electronic Arts,0.18,0.14,0.0,0.03,0.35,0
X360,2010-01-01,Strategy,Square Enix,0.23,0.1,0.0,0.03,0.35,0
PS2,2003-01-01,Action,Capcom,0.17,0.13,0.0,0.04,0.35,0
GC,2006-01-01,Racing,Electronic Arts,0.27,0.07,0.0,0.01,0.35,0
GBA,2003-01-01,Action,THQ,0.25,0.09,0.0,0.01,0.35,0
DS,2005-01-01,Action,THQ,0.32,0.0,0.0,0.02,0.35,0
PS2,2004-01-01,Platform,THQ,0.17,0.13,0.0,0.04,0.35,0
PS,2000-01-01,Action,THQ,0.19,0.13,0.0,0.02,0.35,0
XB,2003-01-01,Misc,Microsoft Game Studios,0.26,0.08,0.0,0.01,0.35,0
X360,2011-01-01,Fighting,THQ,0.18,0.14,0.0,0.03,0.35,0
PS3,2010-01-01,Shooter,Sony Computer Entertainment,0.13,0.16,0.01,0.06,0.35,0
PS2,2007-01-01,Sports,Take-Two Interactive,0.17,0.13,0.0,0.04,0.35,0
PS2,2009-01-01,Misc,Activision,0.17,0.13,0.0,0.04,0.35,0
PS2,2002-01-01,Fighting,Sammy Corporation,0.09,0.07,0.16,0.02,0.35,0
X360,2008-01-01,Racing,Capcom,0.11,0.2,0.0,0.04,0.35,0
PSP,2010-01-01,Strategy,Konami Digital Entertainment,0.13,0.05,0.14,0.03,0.35,0
PS3,2008-01-01,Shooter,Activision,0.23,0.07,0.0,0.04,0.35,0
PS2,2005-01-01,Shooter,Ubisoft,0.17,0.13,0.0,0.04,0.35,0
PS,2001-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.32,0.02,0.35,1
PS2,2008-01-01,Platform,Brash Entertainment,0.17,0.13,0.0,0.04,0.35,0
PS2,2002-01-01,Sports,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.35,0
PS2,2003-01-01,Misc,Konami Digital Entertainment,0.17,0.13,0.0,0.04,0.35,0
GC,2004-01-01,Sports,Electronic Arts,0.27,0.07,0.0,0.01,0.35,0
DS,2008-01-01,Misc,Nobilis,0.32,0.0,0.0,0.03,0.35,0
PS2,2003-01-01,Shooter,Vivendi Games,0.17,0.13,0.0,0.04,0.35,0
PS4,2015-01-01,Simulation,Koch Media,0.1,0.2,0.0,0.05,0.35,0
PS2,2000-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.35,0.0,0.35,1
PS,1998-01-01,Racing,989 Studios,0.19,0.13,0.0,0.02,0.35,0
PS2,2000-01-01,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03,0.35,0
X360,2007-01-01,Action,Electronic Arts,0.3,0.01,0.0,0.03,0.35,0
PS,1999-01-01,Role-Playing,Kadokawa Shoten,0.19,0.13,0.0,0.02,0.35,0
SAT,1996-01-01,Fighting,Capcom,0.0,0.0,0.35,0.0,0.35,1
PS2,2002-01-01,Platform,THQ,0.17,0.13,0.0,0.04,0.35,0
DS,2010-01-01,Adventure,Disney Interactive Studios,0.18,0.14,0.0,0.03,0.35,0
PSP,2006-01-01,Sports,Sony Computer Entertainment,0.32,0.0,0.0,0.03,0.35,0
PS3,2012-01-01,Racing,Codemasters,0.06,0.21,0.0,0.08,0.35,0
GC,2006-01-01,Platform,Activision,0.27,0.07,0.0,0.01,0.35,0
PSP,2011-01-01,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.35,0
PS4,2015-01-01,Misc,Ubisoft,0.16,0.13,0.0,0.06,0.35,0
PS2,2005-01-01,Adventure,Global Star,0.17,0.13,0.0,0.04,0.35,0
DS,2007-01-01,Action,Disney Interactive Studios,0.3,0.01,0.01,0.03,0.35,0
X360,2008-01-01,Sports,Electronic Arts,0.08,0.23,0.0,0.03,0.35,0
PS,1998-01-01,Puzzle,Sony Computer Entertainment,0.0,0.0,0.32,0.02,0.34,1
DS,2009-01-01,Simulation,Ubisoft,0.32,0.0,0.0,0.02,0.34,0
GBA,2005-01-01,Misc,Zoo Digital Publishing,0.25,0.09,0.0,0.01,0.34,0
PSP,2011-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.34,0.0,0.34,1
PSP,2011-01-01,Action,Disney Interactive Studios,0.11,0.15,0.0,0.08,0.34,0
GBA,2002-01-01,Platform,THQ,0.25,0.09,0.0,0.01,0.34,0
PS2,2008-01-01,Misc,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34,0
PS2,2006-01-01,Action,Tecmo Koei,0.11,0.09,0.12,0.03,0.34,0
DC,1999-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.34,0.0,0.34,1
PS,1999-01-01,Racing,Psygnosis,0.19,0.13,0.0,0.02,0.34,0
DS,2007-01-01,Role-Playing,Nintendo,0.2,0.03,0.09,0.02,0.34,0
PS3,2007-01-01,Action,THQ,0.13,0.15,0.0,0.06,0.34,0
GBA,2004-01-01,Platform,Nintendo,0.1,0.04,0.2,0.01,0.34,0
XOne,2014-01-01,Action,Activision,0.25,0.07,0.0,0.03,0.34,0
DS,2007-01-01,Action,THQ,0.31,0.0,0.0,0.03,0.34,0
X360,2006-01-01,Shooter,Vivendi Games,0.28,0.03,0.0,0.03,0.34,0
X360,2006-01-01,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,0
2600,1980-01-01,Action,Activision,0.32,0.02,0.0,0.0,0.34,0
GBA,2002-01-01,Action,Atari,0.25,0.09,0.0,0.01,0.34,0
PS2,2003-01-01,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02,0.34,0
DS,2010-01-01,Action,Sega,0.15,0.16,0.0,0.03,0.34,0
Wii,2010-01-01,Action,City Interactive,0.15,0.16,0.0,0.03,0.34,0
PS2,2004-01-01,Adventure,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34,0
SAT,1995-01-01,Shooter,Sega,0.0,0.0,0.34,0.0,0.34,1
X360,2011-01-01,Action,Electronic Arts,0.19,0.12,0.0,0.03,0.34,0
PS2,2009-01-01,Racing,Sony Computer Entertainment,0.07,0.03,0.0,0.25,0.34,0
GBA,2004-01-01,Platform,THQ,0.25,0.09,0.0,0.01,0.34,0
DS,2010-01-01,Role-Playing,Atlus,0.24,0.0,0.09,0.02,0.34,0
PS,1997-01-01,Fighting,Virgin Interactive,0.19,0.13,0.0,0.02,0.34,0
PS2,2000-01-01,Puzzle,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.34,0
XB,2004-01-01,Shooter,Eidos Interactive,0.26,0.07,0.0,0.01,0.34,0
PS2,2001-01-01,Simulation,Eidos Interactive,0.17,0.13,0.0,0.04,0.34,0
2600,1982-01-01,Action,ITT Family Games,0.32,0.02,0.0,0.0,0.34,0
2600,1983-01-01,Action,Activision,0.32,0.02,0.0,0.0,0.34,0
X360,2016-01-01,Action,Warner Bros. Interactive Entertainment,0.17,0.15,0.0,0.03,0.34,0
X360,2005-01-01,Action,Microsoft Game Studios,0.28,0.03,0.0,0.03,0.34,0
Wii,2011-01-01,Action,Namco Bandai Games,0.29,0.03,0.0,0.02,0.34,0
GC,2005-01-01,Fighting,THQ,0.26,0.07,0.0,0.01,0.34,0
PS3,2009-01-01,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34,0
XB,2004-01-01,Simulation,Electronic Arts,0.22,0.11,0.0,0.01,0.34,0
2600,1981-01-01,Action,20th Century Fox Video Games,0.32,0.02,0.0,0.0,0.34,0
Wii,2011-01-01,Action,Ubisoft,0.13,0.17,0.0,0.04,0.34,0
Wii,2007-01-01,Action,Activision,0.31,0.01,0.0,0.03,0.34,0
PS3,2012-01-01,Action,Konami Digital Entertainment,0.15,0.11,0.03,0.05,0.34,0
SAT,1995-01-01,Fighting,Virgin Interactive,0.0,0.0,0.34,0.0,0.34,1
N64,1998-01-01,Racing,GT Interactive,0.27,0.06,0.0,0.0,0.34,0
2600,1982-01-01,Action,20th Century Fox Video Games,0.32,0.02,0.0,0.0,0.34,0
PS3,2009-01-01,Action,Electronic Arts,0.15,0.13,0.0,0.06,0.34,0
3DS,2011-01-01,Strategy,Ubisoft,0.22,0.09,0.0,0.03,0.34,0
PS,1998-01-01,Misc,ASCII Entertainment,0.19,0.13,0.0,0.02,0.34,0
Wii,2008-01-01,Racing,THQ,0.29,0.03,0.0,0.03,0.34,0
2600,1981-01-01,Shooter,Coleco,0.32,0.02,0.0,0.0,0.34,0
PSP,2007-01-01,Sports,Sega,0.0,0.34,0.0,0.0,0.34,0
PS2,2004-01-01,Adventure,Vivendi Games,0.17,0.13,0.0,0.04,0.34,0
PS3,2011-01-01,Action,Electronic Arts,0.14,0.15,0.0,0.05,0.34,0
XB,2006-01-01,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.34,0
DS,2007-01-01,Misc,Hudson Soft,0.0,0.0,0.34,0.0,0.34,1
PS,1997-01-01,Shooter,Sony Computer Entertainment,0.05,0.03,0.23,0.02,0.34,0
DS,2009-01-01,Puzzle,PopCap Games,0.31,0.01,0.0,0.02,0.34,0
DS,2008-01-01,Misc,505 Games,0.31,0.0,0.0,0.02,0.34,0
XOne,2014-01-01,Platform,Ubisoft,0.13,0.18,0.0,0.03,0.34,0
DS,2007-01-01,Puzzle,D3Publisher,0.28,0.01,0.03,0.02,0.34,0
PSP,2008-01-01,Role-Playing,Square Enix,0.14,0.02,0.16,0.02,0.34,0
DS,2008-01-01,Simulation,Nobilis,0.3,0.02,0.0,0.03,0.34,0
PS,1998-01-01,Action,Sony Computer Entertainment,0.19,0.13,0.0,0.02,0.34,0
X360,2011-01-01,Sports,Home Entertainment Suppliers,0.09,0.21,0.0,0.04,0.34,0
XB,2002-01-01,Racing,Midway Games,0.25,0.07,0.0,0.01,0.34,0
3DS,2013-01-01,Strategy,Activision,0.15,0.15,0.0,0.03,0.34,0
DS,2008-01-01,Simulation,Ubisoft,0.31,0.0,0.0,0.02,0.34,0
PS3,2008-01-01,Sports,Electronic Arts,0.29,0.02,0.0,0.03,0.34,0
XOne,2013-01-01,Simulation,Microsoft Game Studios,0.18,0.13,0.0,0.03,0.34,0
GBA,2005-01-01,Racing,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.34,0
PC,2011-01-01,Simulation,Electronic Arts,0.11,0.17,0.0,0.05,0.34,0
GC,2003-01-01,Action,Konami Digital Entertainment,0.26,0.07,0.0,0.01,0.34,0
DS,2009-01-01,Simulation,Eidos Interactive,0.21,0.1,0.0,0.03,0.34,0
PS2,2009-01-01,Misc,Disney Interactive Studios,0.1,0.02,0.0,0.22,0.34,0
PS3,2010-01-01,Misc,Sony Computer Entertainment,0.0,0.25,0.0,0.08,0.34,0
PS4,2016-01-01,Role-Playing,Atlus,0.0,0.0,0.34,0.0,0.34,1
PS3,2007-01-01,Misc,Sony Computer Entertainment,0.28,0.0,0.02,0.03,0.34,0
X360,2007-01-01,Action,Disney Interactive Studios,0.29,0.02,0.0,0.03,0.34,0
PSV,2012-01-01,Racing,Sony Computer Entertainment,0.17,0.12,0.0,0.05,0.34,0
PS2,2008-01-01,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,0.34,0
DS,2011-01-01,Action,Namco Bandai Games,0.27,0.04,0.0,0.02,0.34,0
PS,1996-01-01,Action,Electronic Arts,0.19,0.13,0.0,0.02,0.34,0
PS2,2001-01-01,Racing,Atari,0.16,0.13,0.0,0.04,0.34,0
DS,2006-01-01,Adventure,THQ,0.3,0.01,0.0,0.03,0.34,0
X360,2015-01-01,Shooter,Electronic Arts,0.17,0.14,0.0,0.03,0.34,0
XB,2005-01-01,Shooter,NovaLogic,0.25,0.07,0.0,0.01,0.34,0
DS,2009-01-01,Action,Majesco Entertainment,0.12,0.18,0.0,0.04,0.34,0
PS2,2005-01-01,Misc,Oxygen Interactive,0.16,0.13,0.0,0.04,0.34,0
PS3,2011-01-01,Action,Ackkstudios,0.0,0.0,0.33,0.0,0.33,1
PS3,2011-01-01,Shooter,Codemasters,0.06,0.15,0.07,0.05,0.33,0
X360,2009-01-01,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,0.33,0
XB,2006-01-01,Shooter,Ubisoft,0.21,0.11,0.0,0.01,0.33,0
DS,2009-01-01,Action,Activision,0.17,0.13,0.0,0.03,0.33,0
X360,2008-01-01,Shooter,LucasArts,0.15,0.14,0.0,0.04,0.33,0
PS,1996-01-01,Racing,Jaleco,0.06,0.04,0.21,0.02,0.33,0
Wii,2011-01-01,Role-Playing,Nintendo,0.13,0.1,0.08,0.03,0.33,0
PS3,2012-01-01,Action,Sega,0.09,0.08,0.14,0.03,0.33,0
X360,2011-01-01,Fighting,Rising Star Games,0.23,0.07,0.01,0.03,0.33,0
PS2,2003-01-01,Adventure,Ubisoft,0.16,0.13,0.0,0.04,0.33,0
